YEAR (start),Date Duration,OperationName,Unit(s) – Description,Location,VC–NVAKIA's,Allied KIA's
1970,Apr 19 – May 7,Operation Concrete I[3][4],"7th Battalion, Royal Australian Regimentand8 RARoperation to establish blocking positions while6 RAR/Royal New Zealand Infantry Regimentreconnoitered in force towards these ambush positions",east ofPhước Tuy Province,,
1970,Apr 20 – June 11,Operation Nudgee[3][4],"6th Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC),7th Battalion, Royal Australian Regiment,8th Battalion, Royal Australian Regiment, A Squadron,1st Armoured Regimentand B Squadron,3rd Cavalry Regimentreconnaissance and ambush operation",Xuyên MộcandĐất Đỏ Districts,26,4
1970,Apr 24 - 29,Operation Patio[12],USAFB-52bombing operations that succeededOperation Menuand precededOperation Freedom Deal,eastern Cambodia,,
1970,Apr 24 – May 4,Operation Baird Silver[3],4th Infantry Divisionsearch and destroy operation,Kon TumandPleiku Provinces,,
1970,Apr 29 – May 1,Operation Rock Crusher I[13],"ARVN 9th Divisionoperation supported by the164th Aviation Group, 1st Aviation Brigade","Parrot's Beak,Svay Rieng Province, Cambodia",502,56
1970,Apr 29 - May 2,Operation Toan Thang 42[14],"ARVN (two armored cavalry squadrons from III Corps and two from the25th Divisionand5th Division, an infantry regiment from the 25th Division, and four Ranger battalions from the 2nd Ranger Group) and US1st Cavalry Division,9th Infantry Divisionand11th Armored Cavalry Regimentoperation against theParrot's Beakto target the NVA/VC base areas 367 and 706","Parrot's Beak,Svay Rieng Province, Cambodia","12,354","434 US, 66 ARVN"
1970,Apr 30 – May 4,Operation Plateau[3],"2nd Brigade,4th Infantry Divisionoperation",Bình Định Province,,
1970,Apr 30 – May 4,Operation Platte Canyon[3],"1st Brigade,101st Airborne Division,7th Cavalry Regimentand ARVN 54th Regiment reconnaissance in force",Ruong Ruong Valley south ofPhu Bai,,
1970,May - Jul,Operation Toan Thang 46[3],ARVN 5th Divisionoperation to attack and destroy the NVA 70th and 80th Rear Service Groups,"Fishhook,Kampong Cham Province, Cambodia",79,
1970,May 1 – June 26,Operation Dong Tien II/Operation Toan Thang 43[3],1st Infantry Divisionand11th Armored Cavalry Regimentoperation,Cambodia,,
1970,May 1 - June 29,Operation Toan Thang 43[3],"2nd Brigade, 1st Cavalry Division,11th Armored Cavalry RegimentandARVN Airborne Divisionoperation to undermine the NVA logistics system and to forestall any major NVA offensives","Fishhook,Kampong Cham Province, Cambodia",,
1970,May 2 – 6,Operation Rock Crusher II[13],"ARVN 9th Divisionoperation supported by the164th Aviation Group, 1st Aviation Brigade","Parrot's Beak,Svay Rieng Province, Cambodia",1202,70
1970,May 4 – 14,Operation Bold Lancer I[3],"1st Brigade,25th Infantry Divisionsearch and destroy operation",Cambodia,,
1970,May 4 – 25,Operation Binh Tay I[3],"Phase I of theCambodian Incursion.4th Infantry Division, 3rd Battalion506th Airborne, ARVN 40th Regiment,22nd Division,2nd Ranger Group,23rd Divisionand2nd Armored Brigadesearch and destroy operation against the NVA B-3 Front","FishhookandParrot's Beakareas ofKampong ChamandSvay Rieng Provinces, eastern Cambodia",,
1970,May 5 – 9,Operation Cavalier Beach[3],Transfer of command ofI CorpsfromIII MAFtoXXIV Corps. XXIV Corps Headquarters moved fromPhu BaitoCamp Horn.III MAFmoved toCamp Hawkins,,,
1970,May 6 - 14,Operation Toan Thang 44[3],"1st and 2nd Brigades,25th Infantry Division,11th Armored Cavalry RegimentandARVN Airborne Divisionoperation against NVA Base Areas 353, 354, and 707",north and northeast ofTây Ninh,1017,119
1970,May 6 - June 27,Operation Toan Thang 45[3],"3/1 Cavalryand 5th Battalion,12th Infantry Regimentoperation against NVA Base Areas 350 and 351",northern borders ofBình LongandPhước Long Provinces,1017,119
1970,May 7 - 12,Operation Toan Thang 500[3],"6th Battalion,31st Infantry Regimentsearch and destroy operations around FSB Seminole","Parrot's Beakregion ofSvay Rieng Province, Cambodia",159,7
1970,May 8 – June 11,Operation Concrete II[3][4],"7th Battalion, Royal Australian Regimentreconnaissance and ambush operation inPhước Tuy Province",,,
1970,May 9,Operation Cuu Long I[15],"ARVN9th Division,21st Division, 5 Armored Cavalry Squadrons andRepublic of Vietnam Marine Corpsairborne, amphibious and mechanized operation to clear the banks of theMekong Riverto allow access to a fleet of over 100 ships to evacuate 17,300 Vietnamese civilians fromPhnom Penhand to clear the supply route from Phnom Penh toKampong Cham",Mekong River,,
1970,May 14 – 27,Operation Binh Tay II[3],Phase II of theCambodian Incursion. ARVN 40th and 47th Regiments22nd Divisionwere inserted by helicopter to attack NVA Base Area 701 while the3rd Armored Cavalry Regimentattacked across the border fromDarlac ProvinceintoRatanakiri Province,eastern Cambodia,,
1970,May 14 – 28,Operation Cheadle Blue[3],"2nd Battalion,8th Infantry Regimentoperation",Pleiku Province,,
1970,May 15 – 25,Operation Ashfield[3][4],"2nd Battalion, Royal Australian Regiment/RNZIR(ANZAC) reconnaissance and ambush operation",,,
1970,May 15 - 25,Operation Wayne Jump[3],"1st Brigade,4th Infantry Divisionclear and search operation",Kon Tum Province,,
1970,May 15 – 30,Operation Barbara Glade I[3],Special Forcesintelligence gathering operation,Khe Sanhplateau andĐa Krông river valley,,
1970,May 15 – June 28,Operation Bold Lancer II[3],"1st Brigade,25th Infantry Divisionsearch and destroy operation",Cambodia,,
1970,May 16 – 24,Operation Cuu Long II[15],"ARVN9th Division,21st Division, 4th Armored Brigade,4th Ranger GroupandChau DocRegional ForcesandPopular ForcesandFANKoperation to clear NVA forces",Takéoand alongRoute 2andRoute 3,613,36
1970,May 18 – 30,Operation Fredenhall Gold[3],4th Infantry Divisionsecurity operation,Pleiku Province,,
1970,May 18 – Oct 12,Operation Putnam Paragon[3],"2nd Brigade,4th Infantry Divisionclear and search operation",Bình Định Province,,
1970,May 19 – Aug 15 73,Operation Freedom Deal[16],Seventh Air Forceinterdiction and close air support campaign waged in Cambodia in support of theFANKagainst the NVA and Khmer Rouges,Cambodia,,
1970,May 20 – June 27,Operation Binh Tay III[3],Phase III of theCambodian Incursion. ARVN23rd Divisionattacked the NVA 33rd Regiment in NVA Base Area 740 west ofBuôn Ma ThuộtinRatanakiri Province,eastern Cambodia,,
1970,May 20 – June 29,Operation Bryan White[3],"3rd Battalion,506th Airborne Infantryand2/1 Cavalrysearch and destroy operation",Đắk Lắk Province,,
1970,May 25 – June 30,Operation Cuu Long III[15],"ARVN9th Division, 4th Armored Brigade,4th Ranger GroupandChau DocRegional ForcesandPopular ForcesandFANKoperation to clear NVA forces",Route 2andRoute 3Cambodia,,
1970,May 26 – June 11,Operation Capricorn[3][4],"2nd Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) battalion reconnaissance and ambush operation",Nui Dinhhills,2,26
1970,June 1 – 9,Operation Robertson White[3],"2nd Battalion,8th Infantry Regimentsecurity operation",,,
1970,June 1 - 26,Operation Wayne Hurdle[3],"1st Brigade,4th Infantry Divisionclear and search operation","Bình Định,Phu BonandPleiku Provinces",,
1970,June 12 – 28,Operation Cung Chung I[3][4],"2nd Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC),7th Battalion, Royal Australian Regimentand8th Battalion, Royal Australian Regimentreconnaissance-and-ambush mission to deny the VC access to villages along the main roads",Phước Tuy Province,,
1970,June 16 – 30,Operation Hancock Hawk[3],"3rd Battalion,506th Airborne Infantry Regimentclear and search operation",Bình Thuận Province,,
1970,June 19 – 23,Operation Elanora[3][4],"7th Battalion, Royal Australian Regimentand B Squadron,3rd Cavalry Regimentreconnaissance in force",Phước Tuy Province,,
1970,June 23 – 27,Operation Binh Tay IV[3],Phase IV of theCambodian Incursion. ARVN22nd Divisionmovement of Cambodian refugees alongHighway 19ineastern Cambodia toĐức Cơ District,eastern Cambodia,,
1970,June 23 – 30,Operation Barbara Glade II[3],Special Forcesintelligence gathering operation,Khe Sanhplateau andĐa Krông river valley,,
1970,June 23 - Jul 14,Operation Wayne Fast[3],"1st Brigade,4th Infantry Divisionclear and search operation",Bình Định Province,,
1970,June 24 – 28,Operation Wright Blue[3],"1st Battalion,8th Infantry Regimentsecurity operation",Pleiku Province,,
1970,June 26 – Mar 1 71,Operation Pennsylvania Square[3],198th Infantry Brigadeclear and search operation,Quảng Tín Province,,
1970,June 29 – Jul 13,Operation Petrie[3][4],"8th Battalion, Royal Australian Regimentreconnaissance and ambush operation",Phước Tuy Province,,
1970,June 29 – Jul 23,Operation Birdwood[3][4],"7th Battalion, Royal Australian Regimentoperation to interdict VC movement to and from theLong Hảihills",Phước Tuy Province,,
1970,Jul 1 – Oct 15,Operation Keystone Robin (Alpha)[3],"Redeployment of 3rd Brigade,9th Infantry Divisionand199th Infantry Brigadefrom South Vietnam to the United States",,,
1970,Jul 2 – Sep 1,Operation Brandeis Blue[3],"2nd Battalion,8th Infantry,4th Infantry Divisionsearch and destroy operation",Bình Định Province,,
1970,Jul 5 – 21,Operation Hancock Gold[3],"1st Battalion,50th Infantry Regimentand 3rd Battalion,506th Airborne Infantry Regimentclear and search operation",Bình Thuận Province,,
1970,Jul 9 – 15,Operation Clinch Valley[3],"3rd Brigade,101st Airborne DivisionandARVN 1st Divisionsearch and destroy operation","Khe Sanhplateau,Quảng Trị Province",,
1970,Jul 12 – Aug 26,Operation Elk Canyon I[17],196th Infantry Brigadesearch and clear operation,"nearKham Duc,Quảng Trị Province",,
1970,Jul 13 – Aug 2,Operation Nathan[4][18],"2nd Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regimentand107th Field Batteryseries of reconnaissance and ambush and land clearing protection missions",centre and south-westPhước Tuy Province,,
1970,Jul 15 – Aug 24,Operation Pickens Forest[3],"1st Battalion, 7th Marinesand2nd Battalion, 7th Marinesclear and search operation","near Song Thu Bon valley,Quảng Nam Province",99,4
1970,Jul 16 - 27,Operation Wayne Span I[3],"1st Brigade,4th Infantry Divisionclear and search operation",Bình Định Province,,
1970,Jul 22 - Jan 30 1971,Operation Wolfe Mountain[19],"1st Brigade,5th Infantry Divisionoperation inQuảng Trị Province",300,,
1970,Jul 23 – Aug 2,Operation Decade[4],"8th Battalion, Royal Australian Regimentvillage security operation inPhước Tuy Province",,,
1970,Jul 24 – 26,Operation Clemens Green[3],4th Infantry Divisionsecurity operation,PleikuandĐắk Lắk Provinces,,
1970,Jul 24 – 27,Operation Barren Green[3][20],5th Marinesoperation,"Mỹ Hiệp,An Giang Province",,
1970,Jul 24 – Aug 11,Operation Chicago Peak[3],"1st Brigade,101st Airborne Divisionoperation",A Shau Valley,,
1970,Jul 27 – Aug 24,Operation Lyon Valley[3],5th Marinesclear and search operation,southwest ofDa Nang,5,
1970,Jul 28 - Aug 5,Operation Wayne Span II[3],"1st Brigade,4th Infantry Divisionclear and search operation",Bình Định Province,,
1970,Jul 28 – Aug 16,Operation Greene Jack (1970)[3],"3rd Battalion,506th Airborne Infantry Regimentoperation",Bình Định Province,,
1970,Aug – Feb 71,Operation Chenla I[21],FANKoperation with limitedARVNandVNAFsupport against NVA and VC to reopenRoute 7betweenSkuonandKompong Cham,Route 7,,
1970,Aug 3 – Sep 10,Operation Cung Chung II[4][22],"1st SquadronSASand8th Battalion, Royal Australian Regimentoperation to ambush VC supply routes",Hoa Long,9,
1970,Aug 5 - 27,Operation Wayne Pierce[3],"1st Brigade,4th Infantry Divisionclear and search operation",Bình Định Province,,
1970,Aug 13 – 20,Operation Comeback Ridge[3],"3rd Brigade,101st Airborne Divisionoperation",Thừa Thiên Province,,
1970,Aug 13 – 30,Operation Ripley Center[3],"1st Battalion, 5th Marines,1st Battalion, 7th Marines,2nd Battalion, 7th Marinesand3rd Battalion, 7th Marinesclear and search operation",Quảng Nam Province,,
1970,Aug 27 – Sep 29,Operation Elk Canyon II[17],196th Infantry Brigadesearch and clear operation,"nearKham Duc,Quảng Trị Province",,
1970,Aug 28 - Oct 14,Operation Wayne Forge[3],"1st Brigade,4th Infantry Divisionclear and search operation",Bình Định Province,,
1970,Aug 29 – Sep 20,Operation Massey-Harris[3][4],"2nd Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) and A Squadron1st Armoured Regimentrice denial operation",Phước Tuy Province,,
1970,Aug 31 – May 12 71,Operation Imperial Lake[3],"1st Battalion 5th Marines,2nd Battalion 5th Marinesand3rd Battalion 5th Marinessearch and clear operation",Quảng Nam Province,305,
1970,Sep 5 – 8,Operation Nebraska Rapids[3],"196th Infantry Brigade,1st Marine DivisionandARVN 2nd Divisionoperation",Quảng Ngãi Province,,
1970,Sep 5 – Oct 6 71,Operation Jefferson Glenn[3][23],"101st Airborne Division, 1st Brigade,5th Infantry DivisionandARVN 1st Divisionoperation. This was the last major offensive operation involving US ground troops",Thừa ThiênandQuảng Trị Provinces.,"2,026",60
1970,Sep 10 – 19,Operation Ballard Valley[3],1st Marine Divisionsearch and destroy operation,nearDa Nang,,
1970,Sep 10 – 19,Operation Dubois Square[3],1st Marine Divisionoperation,nearDa Nang,,
1970,Sep 10 – Oct 25,Operation Cung Chung 3[4][24],"1st SquadronSASand8th Battalion, Royal Australian Regimentoperation to ambush a VC party",Hoa Long,,
1970,Sep 11 - 13,Operation Tailwind[25],MACV-SOGoperation,Laos,54,3
1970,Sep 18 – 21,Operation Catawba Falls[3],1st Marine Divisionoperation inQuảng Nam Provinceto cover the movement of the5th MarinesfromAn Hoato theVu GiaRiver Valley,Quảng Nam Province,,
1970,Sep 25 – Oct 12,Operation Murray Blue[3],"2nd Battalion,8th Infantry Regimentoperation",Bình Định Province,,
1970,Sep 26 - Oct 10,Operation Tiger Mountain[3],"2nd Brigade,4th Infantry Divisionoperation",,,
1970,Oct 1 – 2,Operation Pimlico[4][18],"2nd Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) operation with support of107th Field Battery, a search-and-ambush mission carried out in cooperation with theRoyal Thai Army Volunteer Regiment",,,
1970,Oct 1 – Feb 1 71,Operation Cung Chung III[3][4],"2nd Battalion, Royal Australian Regiment/Royal New Zealand Infantry Regiment(ANZAC) and7th Battalion, Royal Australian Regimentreconnaissance in force",Phước Tuy Province,,
1970,Oct 2 - 15,Operation Tolare Falls I[3],5th Marinesclear and search operation,Quảng Nam Province,,
1970,Oct 4 - Nov 17,Operation Wayne Sabre[3],"1st Brigade,4th Infantry Divisionclear and search operation",Bình Định Province,,
1970,Oct 12 – 24,Operation Putnam Valley[3],"1st Battalion,12th Infantry Regimentoperation",Bình Định Province,,
1970,Oct 16 – Dec 31,Operation Keystone Robin (Bravo)[3],Redeployment of the4th Infantry Divisionand25th Infantry Division(excl 2nd Brigade) from South Vietnam to the United States,,,
1970,Oct 22 – Nov 3,Operation Noble Canyon[3],5th Marinesclear and search operation,Quảng Nam Province,,
1970,Oct 23 - Nov 10,Operation Toan Thang 8/B/5[26],"ARVN 5th Divisionoperations for the purpose of destroying communist forces and installations, and obtaining intelligence","Snoul, Cambodia",,
1970,Oct 27,Operation Tolare Falls II[3],5th Marinesclear and search operation,Quảng Nam Province,,
1970,Nov 18,Operation Hancock Dragon[3],"1st Squadron,10th Cavalry Regimentand 2nd Battalion,503rd Airborne Infantry Regimentsecurity operation",Pleiku Province,,
1970,Nov 21,Operation Ivory Coast[27],"Attempted rescue of POWs atSon TayPOW camp, North Vietnam",50 (est),,
1970,Dec 2 – 24,Operation Darby Swing[3],"2nd Battalion,503rd Airborne Infantrysecurity operation later merged intoOperation Hancock Dragon",Bình Định Province,,
1970,Dec 17 – Jan 19 71,Operation Hoang Dieu 101[3],"III MAF,ROK 2nd Marine Brigadeand ARVN 51st Regiment operation",Quảng Nam Province,538,
1971,Jan 1 – Mar 13,Operation Greene Storm[1],173rd Airborne Brigadeoperation,"Bình Định,Phu BonandPleiku Provinces",,
1971,Jan 1 – Mar 31,Operation Greene Lightning[1],173rd Airborne Brigadeoperation,Bình Định Province,,
1971,Jan 1 – Apr 31,Operation Keystone Robin (Charlie)[1],"Redeployment of the1st Cavalry Division, 2nd Brigade,25th Infantry Divisionand11th Armored Cavalry Regimentfrom South Vietnam to the United States",,,
